,obm_datum,location_start,survey_station_code,location_end,basin,river,date,time_start,time_end,team,site_length,site_width,area_surface,depth_mean,depth_max,covering,shading,meander,electrofisher_type,type_of_electrofishing,water_level,land_use_right,rb_fine_sediment,rb_sand,rb_gravel,rb_stone,rb_large_stone,rb_concrete,rb_clay,lu_right_bank,lu_left_bank,lbv_grasses,lbv_wood,lbv_stone,lbv_concrete,rbv_grasses,rbv_wood,rbv_stone,rbv_concrete,ws_rapid,ws_medium,ws_slow,ws_stagnant,transparency,naturalness,date_of_modification,ph,conductivity,tds,disolved_oxygen_proc,disolved_oxygen_mgl,temperature,site_width_max,lbv_bushes,rbv_bushes,altitude,water_type,etrs10,sci,bazin,bazin_code,bazin2_ccm2,geometry x,geometry y,,
162,8/14/2018 0:00,NK18T,MU18022,288,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,1075,1150,"Nagy András Attila, Gothárd Ferenc Alpár",150,12,450,80,160,0,45,1,1,wading,3,NA,10,5,10,65,5,0,5,"willow, floodplain","willow, floodplain, agricultural land",0,70,0,0,0,70,0,0,25,45,25,5,3,2,20-30 year,7.91,298,150,93,7.6,23,16,30,30,393.5,river,10km10kmE547N269,ROSCI0383: Râul Târnava Mare între Odorheiu Secuiesc și Vânători,Mureş,MU,Maros,25.061874,46.287748,c(25.06357, 46.28729)
163,8/15/2018 0:00,NK19T,MU18030,295,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,1135,1240,"Nagy András Attila, Gothárd Ferenc Alpár",150,17,450,80,200,0,20,NA,1,wading,3,NA,10,5,15,10,0,0,60,"willow, alder, agricultural land","willow, alder, pasture",35,45,0,0,5,75,0,0,10,30,55,5,3,2,20-30 year,7.8,330,165,91,7.6,22.9,25,20,20,390.39,river,10km10kmE547N269,NA,Mureş,MU,Maros,25.047375,46.284535,c(25.050489, 46.284834)
164,4/23/2018 0:00,Patak3 T,MU18003,237,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,1020,1070,"Nagy András Attila, Gothárd Ferenc Alpár",100,1,100,5,25,0,75,1,1,wading,4,NA,10,15,40,35,0,0,0,"willow, alder, agricultural land, meadow","willow, alder, agricultural land, meadow",5,80,15,0,5,80,15,0,5,75,20,0,5,2,10-20 year,7.99,534,267,NA,NA,17.1,2,0,0,484.71,river,10km10kmE547N270,NA,Mureş,MU,Maros,25.146208,46.351355,c(NaN, NaN)
165,4/23/2018 0:00,Patak1 T,MU18004,238,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,1070,1140,"Nagy András Attila, Gothárd Ferenc Alpár",100,0.8,100,10,30,0,80,2,1,wading,4,NA,2,13,60,20,5,0,0,"alder, pasture, deciduous forest","alder, pasture, deciduous forest",10,90,0,0,10,90,0,0,20,60,20,0,5,1,NA,7.96,475,237,NA,NA,14.8,1.5,0,0,545.06,river,10km10kmE548N270,NA,Mureş,MU,Maros,25.182345,46.34748,c(NaN, NaN)
166,4/23/2018 0:00,Patak5b T,MU18007,234,Nagy-Kukullo,Taietura,NA,865,900,"Nagy András Attila, Gothárd Ferenc Alpár",150,1.5,200,15,40,0,85,4,1,wading,4,NA,5,10,55,30,0,0,0,"willow, meadow, orchard","willow, meadow, orchard",5,95,0,0,5,95,0,0,35,45,20,0,5,2,10-20 year,8.1,562,280,NA,NA,17.6,3,0,0,531.26,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.179238,46.282658,c(NaN, NaN)
167,10/19/2017 0:00,Nagy Kukullo Galambf3T,MU17016,211,Maros,Tarnava (Tarnava Mare),NA,745,845,"Nagy András Attila, Imecs István",150,9,500,50,130,0,40,1,1,wading,3,NA,8,7,25,57,3,0,0,"alder, willow, agricultural land","alder, willow, poplar, floodplain",5,95,0,0,10,90,0,0,25,35,35,5,4,1,NA,NA,NA,NA,NA,NA,NA,14,0,0,421.53,river,10km10kmE548N269,ROSCI0357: Porumbeni,Mureş,MU,Maros,25.13956335,46.265701,c(NaN, NaN)
168,4/23/2018 0:00,Patak5a T,MU18008,233,Nagy-Kukullo,Taietura,NA,785,835,"Nagy András Attila, Gothárd Ferenc Alpár",150,2.5,250,15,50,0,65,2,1,wading,4,NA,10,5,60,20,5,0,0,"agricultural land, pasture, bushes","agricultural land, pasture, bushes",25,75,0,0,20,60,20,0,20,49,30,1,5,2,20-30 year,8.19,501,251,NA,NA,17.6,3.5,0,0,438.35,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.147175,46.266798,c(NaN, NaN)
169,10/19/2017 0:00,   Nagy Kukullo Galambf2T,MU17017,210,Maros,Tarnava (Tarnava Mare),NA,630,735,"Nagy András Attila, Imecs István",150,10,600,45,140,0,40,0,1,wading,3,NA,2,13,42,40,3,0,0,"alder, willow, poplar, floodplain, agricultural land","alder, willow, poplar, pasturte, deciduous forest",15,80,5,0,0,100,0,0,35,55,10,0,4,1,NA,NA,NA,NA,NA,NA,NA,13,0,0,426.92,river,10km10kmE548N269,ROSCI0357: Porumbeni,Mureş,MU,Maros,25.14939234,46.26300682,c(NaN, NaN)
170,4/23/2018 0:00,Patak6a T,MU18005,231,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,630,720,"Nagy András Attila, Gothárd Ferenc Alpár",150,1.5,200,10,40,0,85,4,1,wading,4,NA,30,0,30,20,5,0,15,"alder, meadow",deciduous forest,0,100,0,0,5,95,0,0,10,55,30,5,5,1,NA,8.3,720,360,NA,NA,13.3,3,0,0,441.35,river,10km10kmE548N269,ROSCI0357: Porumbeni,Mureş,MU,Maros,25.150072,46.260422,c(NaN, NaN)
171,4/23/2018 0:00,Patak6b T,MU18006,232,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,720,770,"Nagy András Attila, Gothárd Ferenc Alpár",150,1.5,200,10,40,0,85,4,1,wading,4,NA,20,0,25,30,10,0,15,deciduous forest,deciduous forest,0,100,0,0,0,100,0,0,20,40,35,5,5,1,NA,8.11,755,378,NA,NA,12.7,2.5,0,0,489.78,river,10km10kmE548N268,ROSCI0357: Porumbeni,Mureş,MU,Maros,25.146857,46.251265,c(NaN, NaN)
172,10/19/2017 0:00,Nagy Kukullo Galambf1T,MU17015,209,Maros,Tarnava (Tarnava Mare),NA,520,620,"Nagy András Attila, Imecs István",130,8,400,60,150,0,40,1,1,wading,3,NA,3,10,30,55,2,0,0,"willow, alder, pasture, deciduous forest","willow, alder, agricultural land",5,95,0,0,15,85,0,0,10,30,55,5,4,2,20-30 year,7.53,431,215,69,7.3,10.7,13,0,0,457.74,river,10km10kmE548N269,ROSCI0357: Porumbeni,Mureş,MU,Maros,25.1681815,46.26244147,c(NaN, NaN)
173,10/16/2018 0:00,NK10T,MU18074,393,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,850,975,"Nagy András Attila, Gothárd Ferenc Alpár",150,8,450,50,150,0,45,1,1,wading,2,NA,15,10,15,35,0,0,25,"willow, alder, pasture, meadow","willow, alder, agricultural land",10,50,0,0,30,50,0,0,20,30,40,10,5,2,20-30 year,7.38,349,181,94,9.6,11.6,11,40,20,432.18,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.180977,46.260856,c(NaN, NaN)
174,8/14/2018 0:00,NK7T,MU18023,286,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,830,950,"Nagy András Attila, Gothárd Ferenc Alpár",150,8,450,80,160,1,55,2,1,wading,3,NA,20,15,50,10,0,0,5,"willow, alder, Reinutria, pasture","willow, alder, agricultural land",10,60,0,0,30,40,0,0,5,15,40,40,4,2,20-30 year,NA,NA,NA,NA,NA,NA,12,30,30,438.08,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.205132,46.258833,c(25.206668, 46.258736)
175,10/16/2018 0:00,NK6T,MU18073,394,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,1015,1130,"Nagy András Attila, Gothárd Ferenc Alpár",150,8,450,45,120,0,50,0,1,wading,2,NA,15,10,25,45,5,0,0,"willow, pasture, agricultural land","willow, agricultural land",10,80,0,0,10,80,0,0,25,30,35,10,5,2,20-30 year,7.33,354,177,92,9.5,11.7,11,10,10,440.28,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.212651,46.260377,c(NaN, NaN)
176,5/8/2018 0:00,NK4HT,MU18013,535-hid,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,730,870,"Imecs István, Gothárd Ferenc Alpár",200,7,500,30,80,70,90,0,0,wading,3,NA,90,5,5,0,0,0,0,"meadow, agricultural land, fishing pond","meadow, fishing pond, deciduous forest",50,50,0,0,50,50,0,0,0,0,99,1,5,2,10-20 year,NA,NA,NA,NA,NA,NA,12,0,0,447.91,oxbow,10km10kmE548N269,ROSCI0383: Râul Târnava Mare între Odorheiu Secuiesc și Vânători,Mureş,MU,Maros,25.24812103,46.26190701,c(25.245961, 46.26199)
177,10/17/2018 0:00,Nk5T,MU18077,396,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,700,810,"Nagy András Attila, Gothárd Ferenc Alpár",150,10,450,40,85,0,40,0,1,wading,2,NA,3,10,10,57,20,0,0,"willow, agricultural land","willow, agricultural land",10,70,0,0,10,70,0,0,20,50,25,5,4,2,20-30 year,7.55,342,172,NA,NA,10.7,12,20,20,445.21,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.231416,46.259764,c(NaN, NaN)
178,10/17/2018 0:00,NK4T,MU18078,395,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,540,690,"Nagy András Attila, Gothárd Ferenc Alpár",150,9,450,55,120,0,35,1,1,wading,2,NA,5,10,20,60,5,0,0,"willow, alder, agriculural land","willow, alder, agriculural land",0,90,0,0,0,90,0,0,35,35,25,5,5,2,20-30 year,7.45,336,168,NA,NA,10.5,12,10,10,451.15,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.258448,46.261543,c(NaN, NaN)
179,8/14/2018 0:00,NK3T,MU18021,285,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,585,710,"Nagy András Attila, Gothárd Ferenc Alpár",150,10,600,75,150,0,70,1,1,wading,3,NA,10,15,49,25,1,0,0,"willow, reinutria, agricultural land","willow, reinutria, agricultural land",0,65,0,5,0,65,0,5,15,25,55,5,4,2,20-30 year,7.72,443,222,95,8.2,19.7,13,30,30,454.46,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.26826,46.264278,c(25.268272, 46.265698)
180,5/8/2018 0:00,NK1T,MU18011,533,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,660,715,"Imecs István, Gothárd Ferenc Alpár",150,7,450,30,80,0,85,1,0,wading,3,NA,30,10,30,25,5,0,0,"agricultural land, pasture",agricultural land,50,40,10,0,50,40,10,0,40,30,20,10,2,3,20-30 year,NA,NA,NA,NA,NA,NA,14,0,0,459.73,river,10km10kmE549N269,NA,Mureş,MU,Maros,25.27839102,46.28111204,c(25.279918, 46.280782)
181,5/8/2018 0:00,NK2T,MU18012,529,Nagy-Kukullo,Tarnava (Tarnava Mare),NA,525,580,"Imecs István, Gothárd Ferenc Alpár",130,2,280,15,75,0,90,3,0,wading,3,NA,40,20,20,10,5,5,0,"meadow, agricultural land, waste ","meadow, agricultural land, waste ",50,50,0,0,50,50,0,0,20,50,20,10,3,3,10-20 year,NA,NA,NA,NA,NA,NA,4,0,0,460.27,canal,10km10kmE549N269,NA,Mureş,MU,Maros,25.27996698,46.277725,c(25.281467, 46.277444)
182,10/2/2017 0:00,N-Kukullo Udvarhely alatt,MU17008,189,Maros,Tarnava (Tarnava Mare),NA,780,930,"Nagy András Attila, Gothárd Ferenc Alpár",150,11,450,65,150,0,35,0,1,wading,3,NA,27,5,5,60,2,1,0,"willow, agricultural land, embankment","willow, agricultural land, embankment",5,95,0,0,5,95,0,0,30,40,20,10,4,2,10-20 year,7.62,327,163,85,8.7,12,14,0,0,455.36,river,10km10kmE548N269,NA,Mureş,MU,Maros,25.26906998,46.268819,c(NaN, NaN)
183,10/2/2017 0:00,Udvarhely varos,MU17007,188,Maros,Tarnava (Tarnava Mare),NA,570,750,"Nagy András Attila, Gothárd Ferenc Alpár",150,22,450,55,150,0,2,0,1,wading,3,NA,5,5,5,80,5,0,0,"meadow, locality","meadow, locality",65,5,0,0,95,5,0,0,5,50,43,2,4,2, 30-50 year,8.15,232,116,99,10.1,10.6,25,30,0,469.26,river,10km10kmE549N269,NA,Mureş,MU,Maros,25.28666198,46.301125,c(NaN, NaN)
184,10/4/2017 0:00,N-Kukullo Udvarhely felett2,MU17012,NA,Maros,Tarnava (Tarnava Mare),NA,540,NA,"Nagy András Attila, Gothárd Ferenc Alpár",150,18,450,45,130,0,40,0,1,wading,4,NA,1,9,15,75,0,0,0,"willow, alder, meadow","willow, alder, agricultural land",5,95,0,0,0,100,0,0,35,50,15,0,4,2,20-30 year,8.06,137,69,99,9.5,14.3,23,0,0,492.42,river,10km10kmE549N270,NA,Mureş,MU,Maros,25.33484898,46.336738,c(NaN, NaN)
185,10/3/2017 0:00,Nagy-Kukullo gat alatt a masodik,MU17011,NA,Küküllő,Tarnava (Tarnava Mare),NA,770,NA,"Nagy András Attila, Gothárd Ferenc Alpár",150,11,300,85,140,2,35,1,NA,wading,4,NA,3,7,30,40,20,0,0,"kaszáló, mezőgazdasági terület","házak, kertek",5,95,0,0,5,90,0,5,70,29,1,0,3,3,20-30 year,7.7,93,47,87,8.4,14.3,15,0,0,587.84,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.39366615,46.45231137,c(NaN, NaN)
186,10/20/2021 1:00,NK 2 T,MU21009,NA,Mures,Tarnava (Tarnava Mare),NA,NA,NA,Kelemen Alpár Gothárd Ferenc,100,10,150,50,150,0,35,0,0,wading,3,NA,0,5,15,60,20,0,0,"faneata, elemente beton",faneata,70,20,0,0,70,15,0,0,75,15,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,15,10,15,NA,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.39438787,46.45234648,c(NaN, NaN)
187,10/20/2021 1:00,NK 3 T,MU21011,NA,Mures,Tarnava (Tarnava Mare),NA,NA,NA,Kelemen Alpár Gothárd Ferenc,100,10,100,40,90,0,50,0,0,wading,3,NA,0,5,15,80,0,0,0,padure,faneata,60,15,0,0,30,65,0,0,50,25,20,5,5,2,NA,NA,NA,NA,NA,NA,NA,17,25,15,NA,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.39008561,46.44945624,c(NaN, NaN)
188,10/29/2017 23:00,Nagy-Kukullo kozepso,MU17018,NA,Küküllő,Tarnava (Tarnava Mare),NA,1060,NA,"Nagy András Attila, Gothárd Ferenc Alpár",150,13,300,60,120,0,60,0,1,wading,4,NA,5,5,30,60,0,0,0,"kaszáló, lombhullató erdő","házak, kertek, kaszálók",5,85,0,0,5,85,0,0,60,30,10,0,3,3,20-30 year,7.66,90,45,86,8.4,14.3,16,10,10,588.23,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.39023694,46.44962534,c(NaN, NaN)
189,10/20/2021 1:00,Ivo 5 T,MU21010,NA,Mures,Ivo,NA,NA,NA,Kelemen Alpár Gothárd Ferenc,100,3,100,20,90,0,40,0,0,wading,2,NA,0,5,15,80,0,0,0,"gradina, copaci anin faneata","gradina, copaci anin faneata",75,20,0,0,75,20,0,0,0,80,17,3,4,2,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.3872532,46.44567875,c(NaN, NaN)
190,10/3/2017 0:00,Ivo,MU17010,NA,Küküllő,Paraul Bautor (Ivo),NA,850,NA,"Nagy András Attila, Gothárd Ferenc Alpár",150,5,300,20,60,0,90,0,1,wading,2,NA,10,5,55,30,0,0,0,"éger, kaszáló","éger, kaszáló, házak",0,90,0,0,90,0,0,0,50,40,10,0,5,2,10-20 year,7.79,108,54,100,10.9,9,8,10,10,584.41,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.38687232,46.44566951,c(NaN, NaN)
191,10/20/2021 1:00,NK 4 T,MU21007,NA,Mures,Tarnava (Tarnava Mare),NA,NA,NA,Kelemen Alpár Gothárd Ferenc,100,14,100,50,70,0,35,0,0,wading,3,NA,5,10,15,50,20,0,0,"faneata, copaci anin",padure de foioase,50,25,0,0,50,25,0,0,5,60,20,15,4,2,NA,NA,NA,NA,NA,NA,NA,17,25,25,NA,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.38614276,46.44578224,c(NaN, NaN)
192,10/3/2017 0:00,Nagy-Kukullo Ivo beomlesenel,MU17009,NA,Küküllő,Tarnava (Tarnava Mare),NA,950,NA,"Nagy András Attila, Gothárd Ferenc Alpár",150,12,300,60,150,0,70,0,1,wading,4,NA,5,10,30,50,5,0,0,lombhullató erdő,"kaszálók, házak",0,90,0,0,5,85,0,0,60,30,10,0,3,3,20-30 year,7.69,92,46,87,8.4,14.3,18,10,10,602.5,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.38643244,46.44596891,c(NaN, NaN)
193,10/13/2017 0:00,Nagy-Kukullo gat alatt,MU17013,NA,Küküllő,Tarnava (Tarnava Mare),NA,640,NA,"Nagy András Attila, Gothárd Ferenc Alpár",200,8,400,90,150,0,80,0,1,wading,4,NA,10,10,15,40,20,5,0,kaszáló,"Kaszáló, házak",5,90,0,5,5,90,0,5,25,68,5,2,3,3,20-30 year,7.67,91,45,86,8.4,14.3,20,0,0,590.53,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.40014502,46.45797036,c(NaN, NaN)
194,10/20/2021 1:00,NK 1 T,MU21008,NA,Mures,Tarnava (Tarnava Mare),NA,NA,NA,Kelemen Alpár Gothárd Ferenc,100,8,150,40,100,0,35,0,0,wading,3,NA,0,5,15,70,10,0,0,faneata copaci,faneata copaci,50,30,0,0,50,30,0,0,10,80,7,3,5,4,30-50 year,NA,NA,NA,NA,NA,NA,11,20,20,NA,river,10km10kmE549N271,NA,Mureş,MU,Maros,25.40004733,46.45802302,c(NaN, NaN)
195,5/22/2014 0:00,Korispatak1,MU14012,NA,Kis-Küküllő,Cusmed,NA,NA,NA,"Nagy András Attila, Imecs István",150,4,450,35,80,NA,NA,2,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,"faneata,paduri de foioase","Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,419.25,river,10km10kmE546N270,NA,Mureş,MU,Maros,25.00085001,46.42615,c(NaN, NaN)
196,5/21/2014 0:00,Szolokma1,MU14002,NA,Kis-Küküllő,Solocma,NA,NA,NA,"Nagy András Attila, Imecs István",110,1,110,10,40,NA,NA,4,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,faneata,"Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,431.58,river,10km10kmE546N271,ROSCI0297: Dealurile Târnavei Mici - Bicheș,Mureş,MU,Maros,24.99626001,46.4877,c(NaN, NaN)
197,5/21/2014 0:00,Szolokma2,MU14006,NA,Kis-Küküllő,Solocma,NA,NA,NA,"Nagy András Attila, Imecs István",110,1,110,10,60,NA,NA,4,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,"paduri de foioase,paÈ™une","Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,375.12,river,10km10kmE546N271,ROSCI0297: Dealurile Târnavei Mici - Bicheș,Mureş,MU,Maros,24.94826001,46.49277,c(NaN, NaN)
198,9/7/2014 0:00,Cseje,MU14087,NA,Kis-Küküllő,Ceia,NA,NA,NA,"Nagy András Attila, Imecs István",30,0.2,6,5,20,NA,NA,1,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,faneata,"Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,359.61,river,10km10kmE545N271,ROSCI0297: Dealurile Târnavei Mici - Bicheș,Mureş,MU,Maros,24.91211001,46.47054,c(NaN, NaN)
199,9/9/2014 0:00,Kukullo Harmasfalu alatt,MU14108,NA,Kis-Küküllő,Tarnava Mica,NA,NA,NA,"Nagy András Attila, Imecs István",150,6,450,70,180,NA,NA,3,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,352.71,river,10km10kmE545N270,ROSCI0297: Dealurile Târnavei Mici - Bicheș,Mureş,MU,Maros,24.88717001,46.45571,c(NaN, NaN)
200,5/22/2014 0:00,korispatak2,MU14009,NA,Kis-Küküllő,Cusmed,NA,NA,NA,"Nagy András Attila, Imecs István",110,5,330,60,120,NA,NA,6,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,faneata,"Foioase,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,371.45,river,10km10kmE546N270,NA,Mureş,MU,Maros,24.93159001,46.42175,c(NaN, NaN)
201,9/9/2014 0:00,Holt meder Erdoszentgyorgy,MU14109,NA,Kis-Küküllő,Tarnava Mica,NA,NA,NA,"Nagy András Attila, Imecs István",110,1,110,35,140,NA,NA,0,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,347.06,river,10km10kmE545N270,NA,Mureş,MU,Maros,24.86565001,46.436,c(NaN, NaN)
202,9/9/2014 0:00,Kukullo Gyulakuta,MU14105,NA,Kis-Küküllő,Tarnava Mica,NA,NA,NA,"Nagy András Attila, Imecs István",110,8,330,7,200,NA,NA,1,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,335.4,river,10km10kmE544N270,NA,Mureş,MU,Maros,24.77781001,46.41683,c(NaN, NaN)
203,9/9/2014 0:00,Vecke patak,MU14103,NA,Kis-Küküllő,Vetca (Jacod),NA,NA,NA,"Nagy András Attila, Imecs István",100,0.5,50,18,100,NA,NA,2,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,"Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,337.06,river,10km10kmE545N270,NA,Mureş,MU,Maros,24.77900001,46.40991,c(NaN, NaN)
204,5/23/2014 0:00,Geges1,MU14015,NA,Kis-Küküllő,Gheghes (Vadas),NA,NA,NA,"Nagy András Attila, Imecs István",80,8,240,20,40,NA,NA,0,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,"faneata,teren agricol",Nude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,343.91,river,10km10kmE545N270,ROSCI0297: Dealurile Târnavei Mici - Bicheș,Mureş,MU,Maros,24.81194001,46.43964,c(NaN, NaN)
205,9/18/2014 0:00,Geges felso,MU14119,NA,Kis-Küküllő,Gheghes (Vadas),NA,NA,NA,"Nagy András Attila, Imecs István",50,0.3,15,10,100,NA,NA,0,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,373.1,river,10km10kmE545N271,ROSCI0297: Dealurile Târnavei Mici - Bicheș,Mureş,MU,Maros,24.85069001,46.48442,c(NaN, NaN)
206,5/23/2014 0:00,Also Nyarad3,MU14017,NA,Nyárád,Niraj,NA,NA,NA,"Nagy András Attila, Imecs István",140,4,420,60,120,NA,NA,2,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,"Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,332.19,river,10km10kmE544N271,NA,Mureş,MU,Maros,24.74746701,46.496456,c(NaN, NaN)
207,5/23/2014 0:00,Vecke1,MU14019,NA,Nyárád,Canalul Vetca,NA,NA,NA,"Nagy András Attila, Imecs István",30,6,90,15,40,NA,NA,0,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Nude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,331.4,river,10km10kmE544N270,NA,Mureş,MU,Maros,24.74751001,46.49143,c(NaN, NaN)
208,5/23/2014 0:00,Also Nyarad2,MU14016,NA,Nyárád,Niraj,NA,NA,NA,"Nagy András Attila, Imecs István",80,4,240,80,140,NA,NA,1,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,309.01,river,10km10kmE543N270,NA,Mureş,MU,Maros,24.57127901,46.469192,c(NaN, NaN)
209,5/23/2014 0:00,Vecke2,MU14020,NA,Nyárád,Canalul Vetca,NA,NA,NA,"Nagy András Attila, Imecs István",100,6,300,45,80,NA,NA,0,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Nude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,310.18,river,10km10kmE543N270,NA,Mureş,MU,Maros,24.59215001,46.46783,c(NaN, NaN)
210,9/17/2014 0:00,Kukulloszeplak,MU14111,NA,Kis-Küküllő,Tarnava Mica,NA,NA,NA,"Nagy András Attila, Imecs István",100,10,300,80,180,NA,NA,1,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,"Arini,Salcie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,307.01,river,10km10kmE543N269,NA,Mureş,MU,Maros,24.53912001,46.39695,c(NaN, NaN)
211,9/17/2014 0:00,Kukullo balavasari gat alatt,MU14113,NA,Kis-Küküllő,Tarnava Mica,NA,NA,NA,"Nagy András Attila, Imecs István",100,9,300,60,160,NA,NA,0,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,317.18,river,10km10kmE544N269,NA,Mureş,MU,Maros,24.64237001,46.39625,c(NaN, NaN)
212,9/17/2014 0:00,Kukullo Balavasar,MU14110,NA,Kis-Küküllő,Tarnava Mica,NA,NA,NA,"Nagy András Attila, Imecs István",100,12,300,65,200,NA,NA,0,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,teren agricol,Salcie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,322.9,river,10km10kmE544N269,NA,Mureş,MU,Maros,24.70032001,46.40151,c(NaN, NaN)
